brand_name,active_ingredient,strength
Piramal Sevoflurane,Sevoflurane,100% V/V
Zamic,Tranexamic Acid,500mg/5ml
Apo-Desloratadine,Desloratadine,5mg
Apohealth Desloratadine,Desloratadine,5mg
Microguard 404 4% Chg Antiseptic Surgical Scrub Solution,Chlorhexidine Gluconate,4% W/W
Bottle Medreich Paracetamol 500 Mg Codeine Phosphate 10 Mg And Doxylamine Succinate 5.1 Mg Tablets,Bottle Medreich Paracetamol 500 Mg Codeine Phosphate 10 Mg And Doxylamine Succinate 5.1 Mg Tablets,
Capecitabine Apotex,Capecitabine,150 Mg
Apo-Capecitabine,Capecitabine,150 Mg
Apo-Capecitabine,Capecitabine,500 Mg
Liposomal Doxorubicin Sun,Doxorubicin Hydrochloride,20mg/10mL
Liposomal Doxorubicin Sun,Doxorubicin Hydrochloride,50mg/25mL
Madeline,Desogestrel 150 Microgram And Ethinylestradiol 30 Microgram,
Tramadol An,Tramadol Hydrochloride,100 mg/2 mL
Exivir,Aciclovir,200 mg
Exivir,Aciclovir,400 Mg
Exivir,Aciclovir,800 Mg
Alinivir,Aciclovir,200 Mg
Alinivir,Aciclovir,400 Mg
Alinivir,Aciclovir,800 Mg
Metagenics Tococare,Metagenics Tococare,
Healthy Care Fish Oil + Krill Oil,Fish Oil And Krill Oil,1000mg
Anticol Extra Strong Propolis,Propolis,2150mg
Medreich Cold & Flu Day And Night,Medreich Cold & Flu Day And Night,
Shark Cartilage,Shark Cartilage,750 Mg
Blackmores Coq10,Coenzyme Q10,150 Mg
Ethical Nutrients Cholestrienol,Ethical Nutrients Cholestrienol,
Nutrivital Premium Calcium Complete Tablets,Calcium,
Liver Tonic,Liver Tonic,35000
Osmolax,Macrogol 3350,1g/G
Nicorette 16 Hr Patch,Nicotine,10mg/16hr
Nicorette 16 Hr Patch,Nicotine,15mg/16hr
Nicorette 16 Hr Patch,Nicotine,25mg/16hr
Zyrtec,Cetirizine Hydrochloride,10mg
Medreich,"Paracetamol, Codeine Phosphate Hemihydrate, Phenylepherine Hydrochloride","Paracetamol 500mg, Codeine Phosphate Hemihydrate 9.5mg, Phenylepherine Hydrochloride 5mg"
Medreich,"Paracetamol, Phenylephrine Hydrochloride, Chlorphenamine Maleate","Paracetamol 500mg, Phenylephrine Hydrochloride 5mg, Chlorphenamine Maleate 2mg"
Dymista,Azelastine (As Hydrochloride) And Fluticasone Propionate,"Azelastine 125 Microgram, Fluticasone Propionate 50 Microgram"
Dylastine,Azelastine (As Hydrochloride) And Fluticasone Propionate,"Azelastine 125 Microgram, Fluticasone Propionate 50 Microgram"
Paracetamol/Codeine Gh,Paracetamol And Codeine Phosphate Hemihydrate,"Paracetamol 500mg, Codeine Phosphate Hemihydrate 30mg"
Age Defence Spf 50+,Age Defence Spf 50+,
Cleviprex,Clevidipine,25 Mg In 50 Ml Injectable Emulsion
Cleviprex,Clevidipine,50 Mg In 100 Ml Injectable Emulsion
Benefix,Factor IX Recombinant,3000 IU
Blooms The Chemist Ibuprofen Suspension,Ibuprofen,20 Mg/Ml
Adcetris,Brentuximab Vedotin,50 Mg
Gynotril,Letrozole,2.5 Mg
Diletozol,Letrozole,2.5 Mg
Co-Q10,Co-Q10,150 Mg
"Bright-Vision Bilberry 10,000Mg Plus+ Lutein & Eyebright","Bright-Vision Bilberry 10,000Mg Plus+ Lutein & Eyebright",
Ax Celecoxib,Celecoxib,100mg
Ax Celecoxib,Celecoxib,200mg
Maxi-Visual Guard,Bilberry,10000mg
"Bilberry 10,000Mg Plus+ Lutein & Eyebright",Bilberry,10000mg
Avagard Antiseptic Chg Surgical Hand Rub,Avagard Antiseptic Chg Surgical Hand Rub,
Canesoral Duo,Fluconazole,150 Mg
Canesoral Duo,Clotrimazole,10 Mg/G
Canesoral,Fluconazole,150 Mg
Osteo A Microguard,Osteo A Microguard,
Povidone Iodine Solution,Povidone Iodine,0.75% W/W Iodine
Syquet,Quetiapine,100 Mg
Syquet,Quetiapine (As Fumarate),200 Mg
Syquet,Quetiapine (As Fumarate),300 Mg
Cardionutrients Forte,Cardionutrients Forte,
Digifab,Digoxin-Specific Antibody Fragment F(Ab) (Ovine),40 Mg
Paracetamol Kabi,Paracetamol,1000 Mg/100 Ml
Paracetamol Kabi,Paracetamol,500Mg/50Ml
St Mary's Thistle,St Mary's Thistle,
Rosuzet Composite Pack 10Mg+40Mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10Mg, Rosuvastatin 40Mg"
Ezalo Composite Pack 10Mg+40Mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10Mg, Rosuvastatin 40Mg"
Ezalo Composite Pack 10Mg+10Mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10Mg, Rosuvastatin 10Mg"
Rosuzet Composite Pack 10mg+5mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10mg, Rosuvastatin 5mg"
Ezalo Composite Pack 10mg+20mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10mg, Rosuvastatin 20mg"
Rosuzet Composite Pack 10mg+20mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10mg, Rosuvastatin 20mg"
Ezalo Composite Pack 10mg+5mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10mg, Rosuvastatin 5mg"
Rosuzet Composite Pack 10mg+10mg,Ezetimibe And Rosuvastatin,"Ezetimibe 10mg, Rosuvastatin 10mg"
Fixta 60,Raloxifene Hydrochloride,60 Mg
Auro-Raloxifene 60,Raloxifene Hydrochloride,60 Mg
Fixta 60,Raloxifene Hydrochloride,60 Mg
Auro-Raloxifene 60,Raloxifene Hydrochloride,60 Mg
Ramipril An,Ramipril,1.25 Mg
Vascalace Caps,Ramipril,2.5 Mg
Auro-Ramipril Caps,Ramipril,1.25 Mg
Ramipril An,Ramipril,10 Mg
Ramipril An,Ramipril,1.25 Mg
Auro-Ramipril Caps,Ramipril,5 Mg
Auro-Ramipril Caps 10,Ramipril,10 Mg
Ramipril An,Ramipril,2.5 Mg
Ramipril An,Ramipril,2.5 Mg
Auro-Ramipril Caps 5,Ramipril,5 Mg
Ramipril An,Ramipril,5 Mg
Auro-Ramipril,Ramipril,2.5 Mg
Vascalace,Ramipril,5 Mg
Vascalace,Ramipril,10 Mg
Vascalace,Ramipril,1.25 Mg
Auro-Ramipril,Ramipril,1.25 Mg
Auro-Ramipril Caps,Ramipril,2.5 Mg
Auro-Ramipril Caps,Ramipril,10 Mg
Ramipril An,Ramipril,5 Mg
Ubiquinol Bioactive,Ubiquinol,100 Mg
Allmedic 50+ Spf Face & Body Moisturising Sunscreen,Allmedic 50+ Spf Face & Body Moisturising Sunscreen,
Healthy Care Wild Krill Oil,Krill Oil,1500 Mg
Meropenem Gh,Meropenem (As Trihydrate),500 Mg
Meropenem Gh,Meropenem (As Trihydrate),1 G
Meropenem Maxrx,Meropenem (As Trihydrate),1 G
Meropenem Maxrx,Meropenem (As Trihydrate),500 Mg
Esomeprazole An,Esomeprazole (As Sodium),40 Mg
Brintellix,Vortioxetine (As Hydrobromide),10 Mg
Brintellix,Vortioxetine (As Hydrobromide),20 Mg
Brintellix,Vortioxetine (As Hydrobromide),15 Mg
Brintellix,Vortioxetine (As Hydrobromide),5 Mg
Dolased Forte,"Paracetamol, Codeine Phosphate Hemihydrate, Doxylamine Succinate","450 Mg, 30 Mg, 5 Mg"
Panadol Extra,"Paracetamol, Caffeine",
Medix Pineapple,Medix Pineapple,
Medix Lemon,Medix Lemon,
Medix Original,Medix Original,
Medix Orange Lozenges,Medix Orange Lozenges,
Trust For Kids Paracetamol 6 To 12 Years,Paracetamol,48 Mg/Ml
Eagle Omega Vital Pure Omega-3 Concentrate,Eagle Omega Vital Pure Omega-3 Concentrate,
Medi Choice Double Antibacterial Lozenges Menthol & Eucalyptus Flavour,Medi Choice Double Antibacterial Lozenges Menthol & Eucalyptus Flavour,
Medi Choice Double Antibacterial Lozenges Honey & Lemon Flavour,Medi Choice Double Antibacterial Lozenges Honey & Lemon Flavour,
Medix Double Antibacterial Lozenges,Medix Double Antibacterial Lozenges,
Medix Menthol & Eucalyptus Lozenges,Medix Menthol & Eucalyptus,
Arcoxia,Etoricoxib,90 Mg
Syquet,Quetiapine (As Fumarate),25 Mg
Quetia 25,Quetiapine (As Fumarate),25 Mg
Quetia 100,Quetiapine,100 Mg
Quetia 200,Quetiapine,200 Mg
Quetia 300,Quetiapine,300 Mg
Apx-Quetiapine,Quetiapine,25 Mg
Apx-Quetiapine,Quetiapine,100 Mg
Apx-Quetiapine,Quetiapine (As Fumarate),200 Mg
Apx-Quetiapine,Quetiapine (As Fumarate),300 Mg
Quetiapine Sandoz Pharma,Quetiapine (As Fumarate),25 Mg
Quetiapine Sandoz Pharma,Quetiapine (As Fumarate),100 Mg
Quetiapine Sandoz Pharma,Quetiapine (As Fumarate),200 Mg
Priceline Pharmacy Sleep Right,Doxylamine Succinate,25 Mg
D-Complete,D-Complete,
Glisodin Bioactive,Glisodin Bioactive,
Mediherb Gymnema,Mediherb Gymnema,
Phyta,Phyta,
Quetiapine Sandoz Pharma,Quetiapine (As Fumarate),300 Mg Tablet
Valaciclovir Mgh,Valaciclovir (As Hydrochloride),500 Mg Tablet
Valaciclovir Mgh,Valaciclovir (As Hydrochloride),1000 Mg Tablet
Codral Mucus Cough,Guaifenesin,20 Mg/Ml Oral Liquid
Benadryl Mucus Relief,Guaifenesin,20 Mg/Ml Oral Liquid
Apotex,Bimatoprost,0.3 Mg/Ml
Renshen Guipi Pills,Renshen Guipi Pills,
Aifu Nuangong Pills,Aifu Nuangong Pills,
Xiangsha Yangwei Granules,Xiangsha Yangwei Granules,
Gabacor,Gabapentin,400 Mg
Pharmagabapentin,Gabapentin,100 Mg
Pharmagabapentin,Gabapentin,400 Mg
Pharmagabapentin,Gabapentin,300 Mg
Alkem Gabapen,Gabapentin,100 Mg
Gabacor,Gabapentin,100 Mg
Alkem Gabapen,Gabapentin,300 Mg
Gabacor,Gabapentin,300 Mg
Alkem Gabapen,Gabapentin,400 Mg
Cephalex,Cefalexin (As Monohydrate),500 Mg
Cephalex,Cefalexin (As Monohydrate),250 Mg
Cephalkem,Cefalexin (As Monohydrate),500 Mg
Cephalkem,Cefalexin (As Monohydrate),250 Mg
Cephacor,Cefalexin (As Monohydrate),500 Mg
Cephacor,Cefalexin (As Monohydrate),250 Mg
Candesartan Hctz Agh 16/12.5,Candesartan Cilexetil 16 Mg & Hydrochlorothiazide 12.5 Mg,
Hospira Gemcitabine,Gemcitabine,200 Mg
Hospira Gemcitabine,Gemcitabine,1 G
Elovax One Dose,Famciclovir,500 Mg
Apohealth Macrogol With Electrolytes,Macrogol With Electrolytes,
Apo-Macrogol-Half Plus Electrolytes,Macrogol Half Plus Electrolytes,
Candesartan Hctz Agh 32/12.5,Candesartan Cilexetil & Hydrochlorothiazide,32 Mg & 12.5 Mg
Candesartan Hctz Agh 32/25,Candesartan Cilexetil & Hydrochlorothiazide,32 Mg & 25 Mg
Candesan Combi 16/12.5,Candesartan Cilexetil & Hydrochlorothiazide,16 Mg & 12.5 Mg
Candesan Combi 32/12.5,Candesartan Cilexetil & Hydrochlorothiazide,32 Mg & 12.5 Mg
Candesan Combi 32/25,Candesartan Cilexetil & Hydrochlorothiazide,32 Mg & 25 Mg
Metoprolol Iv Viatris,Metoprolol Tartrate,5Mg/5Ml Injection Vial
Rixubis,Nonacog Gamma (Rch),3000 Iu Powder And Solvent For Solution For Injection Glass Vials
Rixubis,Nonacog Gamma (Rch),1000 Iu Powder And Solvent For Solution For Injection Glass Vials
Rixubis,Nonacog Gamma (Rch),250 Iu Powder And Solvent For Solution For Injection Glass Vials
Rixubis,Nonacog Gamma (Rch),2000 Iu Powder And Solvent For Solution For Injection Glass Vials
Rixubis,Nonacog Gamma (Rch),500 IU
Milrinone Gh,Milrinone (As Lactate),10mg/10 Ml
Milrinone Horizon,Milrinone (As Lactate),10mg/10 Ml
Alkem Quetiapine 200,Quetiapine (As Fumarate),200mg
Alkem Quetiapine 25,Quetiapine (As Fumarate),25mg
Pharmacor Quetiapine 200,Quetiapine,200mg
Aliquen 150,Quetiapine,150mg
Pharmacor Quetiapine 300,Quetiapine,300mg
Quetin 300,Quetiapine,300mg
Pharmacor Quetiapine 100,Quetiapine,100mg
Aliquen 25,Quetiapine,25 Mg
Pharmacor Quetiapine 150,Quetiapine,150 Mg
Quetin 200,Quetiapine,200 Mg
Quetin 25,Quetiapine,25 Mg
Aliquen 300,Quetiapine,300 Mg
Pharmacor Quetiapine 25,Quetiapine (As Fumarate),25mg
Alkem Quetiapine 300,Quetiapine (As Fumarate),300mg
Quetin 100,Quetiapine (As Fumarate),100mg
Alkem Quetiapine 100,Quetiapine (As Fumarate),100mg
Aliquen 200,Quetiapine (As Fumarate),200mg
Aliquen,Quetiapine Fumarate,100mg
Alkem Quetiapine,Quetiapine Fumarate,150mg
Quetin,Quetiapine Fumarate,150mg
Blooms The Chemist Anti-Fungal Cream,Clotrimazole,10mg/g
Herbal Enhancer,Herbal Enhancer,
Evogam,Normal Immunoglobulin (Human),16% (0.8 G/5 Ml)
Evogam,Normal Immunoglobulin (Human),16% (1.6 G/10 Ml)
Evogam,Normal Immunoglobulin (Human),16% (3.2 G/20 Ml)
Gastro-Soothe,Hyoscine Butylbromide,10mg
Trust Cold Sore Cream,Aciclovir,5%
Amcal Anti-Diarrhoea Capsules,Loperamide Hydrochloride,2 Mg
Minax Xl,Metoprolol Succinate,95 Mg
Minax Xl,Metoprolol Succinate,47.5 Mg
Minax Xl,Metoprolol Succinate,190 Mg
Minax Xl,Metoprolol Succinate,23.75 Mg
E-Z-HD,Barium Sulfate,
Microshield Angel Blue Antimicrobial Hand Gel,Ethanol 70% V/V,
"Total Sleep Cranberry Ultra 10,000",Cranberry Supplement,
Pregabalin Gppl,Pregabalin,25mg
Pregabalin Gppl,Pregabalin,50 Mg
Nicorette Cooldrops,Nicotine,2 Mg
Nicorette Cooldrops,Nicotine,4 Mg
Tivicay,Dolutegravir,50 Mg
Pregabalin Gppl,Pregabalin,75 Mg
Pregabalin Gppl,Pregabalin,100mg
Pregabalin Gppl,Pregabalin,150mg
Pregabalin Gppl,Pregabalin,200mg
Pregabalin Gppl,Pregabalin,225mg
Pregabalin Gppl,Pregabalin,300mg
Pregabalin Gxp,Pregabalin,25mg
Pregabalin Gxp,Pregabalin,50mg
Pregabalin Gxp,Pregabalin,75mg
Pregabalin Gxp,Pregabalin,100mg
Pregabalin Gxp,Pregabalin,150mg
Pregabalin Gxp,Pregabalin,200Mg
Pregabalin Gxp,Pregabalin,225Mg
Pregabalin Gxp,Pregabalin,300Mg
Pregabalin-Ch,Pregabalin,25Mg
Pregabalin-Ch,Pregabalin,50Mg
Pregabalin-Ch,Pregabalin,75mg
Pregabalin-Ch,Pregabalin,100mg
Pregabalin-Ch,Pregabalin,150mg
Pregabalin-Ch,Pregabalin,200mg
Pregabalin-Ch,Pregabalin,225mg
Pregabalin-Ch,Pregabalin,300mg
Pregabalin An,Pregabalin,50mg
Pregabalin An,Pregabalin,100mg
Pregabalin An,Pregabalin,200mg
Pregabalin An,Pregabalin,225mg
Pregabalin Jl,Pregabalin,25mg
Pregabalin Jl,Pregabalin,50mg
Pregabalin Jl,Pregabalin,75mg
Pregabalin Jl,Pregabalin,100mg
Pregabalin Jl,Pregabalin,150mg
Pregabalin Jl,Pregabalin,200 Mg
Pregabalin Jl,Pregabalin,225 Mg
Pregabalin Jl,Pregabalin,300 Mg
Pregabica,Pregabalin,25 Mg
Pregabica,Pregabalin,50 Mg
Pregabica,Pregabalin,75mg
Pregabica,Pregabalin,100mg
Pregabica,Pregabalin,150mg
Pregabica,Pregabalin,200mg
Pregabica,Pregabalin,225mg
Pregabica,Pregabalin,300mg
Gabrica,Pregabalin,25mg
Gabrica,Pregabalin,50mg
Gabrica,Pregabalin,75mg
Gabrica,Pregabalin,100mg
Gabrica,Pregabalin,150mg
Gabrica,Pregabalin,200mg
Gabrica,Pregabalin,225mg
Gabrica,Pregabalin,300mg
Neurica,Pregabalin,25mg
Neurica,Pregabalin,50mg
Neurica,Pregabalin,75mg
Neurica,Pregabalin,100mg
Neurica,Pregabalin,150mg
Neurica,Pregabalin,200mg
Neurica,Pregabalin,225mg
Neurica,Pregabalin,300mg
Lyrigalin,Pregabalin,25mg
Lyrigalin,Pregabalin,50mg
Lyrigalin,Pregabalin,75mg
Lyrigalin,Pregabalin,100mg
Lyrigalin,Pregabalin,150mg
Lyrigalin,Pregabalin,200mg
Lyrigalin,Pregabalin,225mg
Lyrigalin,Pregabalin,300mg
Lyrilin,Pregabalin,25mg
Lyrilin,Pregabalin,50mg
Lyrilin,Pregabalin,75mg
Lyrilin,Pregabalin,100mg
Lyrilin,Pregabalin,150mg
Janumet Xr,Sitagliptin/Metformin Hydrochloride,100 Mg/1000 Mg Extended Release Tablet
Hospira Irinotecan Hydrochloride Trihydrate,Irinotecan Hydrochloride Trihydrate,40 Mg Iv Infusion
Innate Choice D-Sufficiency,Vitamin D3,
Osteopro,Osteopro,
Hospira Irinotecan Hydrochloride Trihydrate,Irinotecan Hydrochloride Trihydrate,100 Mg Iv Infusion
Lyrilin,Pregabalin,200 Mg
Lyrilin,Pregabalin,225 Mg
Lyrilin,Pregabalin,300 Mg
Janumet Xr,Sitagliptin (As Phosphate Monohydrate)/Metformin Hydrochloride,50 Mg/500 Mg
Janumet Xr,Sitagliptin (As Phosphate Monohydrate)/Metformin Hydrochloride,50 Mg/1000 Mg
Nature's Own Odourless Fish Oil 1500mg,Fish Oil,1500mg
Nature's Own Odourless Fish Oil 1000mg,Fish Oil,1000mg
Famciclovir Mylan Cold Sore Relief,Famciclovir,500 Mg
Prodeinextra,Paracetamol & Codeine Phosphate Hemihydrate,Paracetamol 500mg & Codeine Phosphate Hemihydrate 15mg
Adenuric,Febuxostat,80 Mg
Medreich Paracetamol Blue And White Capsules,Paracetamol,500mg
Medreich Paracetamol Ivory Capsules,Paracetamol,500mg
Medreich Paracetamol Capsules,Paracetamol,500mg
Xeomin,IncobotulinumtoxinA,50 Units
Xeomin,IncobotulinumtoxinA,100 Units
Zosetron,Ondansetron,4 Mg/2 Ml
Zosetron,Ondansetron,8 Mg/4 Ml
Ondansetron Accord,Ondansetron,8 Mg/4 Ml
Opsumit,Macitentan,10 Mg
Evelyn 150/30 Ed,Levonorgestrel And Ethinylestradiol,150 Microgram And 30 Microgram
Eleanor 150/30 Ed,Levonorgestrel And Ethinylestradiol,150 Microgram And 30 Microgram
Zofraset,Ondansetron,4 Mg/2 Ml
Ondansetron Accord,Ondansetron,4 Mg/2 Ml
Zofraset,Ondansetron,8 Mg/4 Ml
Omnitrope,Somatropin (Rbe),15mg/1.5ml
Chemmart Amlodipine/Valsartan 10/320,Amlodipine Besilate And Valsartan,10 Mg And 320 Mg
Chemmart Amlodipine/Valsartan 5/320,Amlodipine Besilate And Valsartan,5 Mg And 320 Mg
Terry White Chemists Amlodipine/Valsartan 5/320,Amlodipine Besilate And Valsartan,5 Mg And 320 Mg
Chemmart Amlodipine/Valsartan 10/160,Amlodipine Besilate And Valsartan,10 Mg And 160 Mg
Apotex-Amlodipine/Valsartan 10/320,"Amlodipine Besilate, Valsartan",Amlodipine Besilate 10 Mg And Valsartan 320 Mg
Apo-Amlodipine/Valsartan 10/320,"Amlodipine Besilate, Valsartan",Amlodipine Besilate 10 Mg And Valsartan 320 Mg
Terry White Chemists Amlodipine/Valsartan 10/160,"Amlodipine Besilate, Valsartan",Amlodipine Besilate 10 Mg And Valsartan 160 Mg
Terry White Chemists Amlodipine/Valsartan 5/80,"Amlodipine Besilate, Valsartan",Amlodipine Besilate 5 Mg And Valsartan 80 Mg
Apotex-Amlodipine/Valsartan 5/160,"Amlodipine Besilate, Valsartan",Amlodipine Besilate 5 Mg And Valsartan 160 Mg
Chemmart Amlodipine/Valsartan 5/80,Amlodipine Besilate And Valsartan,5 Mg And 80 Mg
Apo-Amlodipine/Valsartan 10/320,Amlodipine Besilate And Valsartan,10 Mg And 320 Mg
Apo-Amlodipine/Valsartan 5/80,Amlodipine Besilate And Valsartan,5 Mg And 80 Mg
Apo-Amlodipine/Valsartan 5/320,Amlodipine Besilate And Valsartan,5 Mg And 320 Mg
Apotex-Amlodipine/Valsartan 5/320,Amlodipine Besilate And Valsartan,5 Mg And 320 Mg
Apo-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,5 Mg And 160 Mg
Terry White Chemists Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,10 Mg And 320 Mg
Terry White Chemists Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,5 Mg And 160 Mg
Apo-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,5 Mg And 80 Mg
Apo-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,10 Mg And 160 Mg
Apo-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,10/160 Mg
Apotex-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,5/80 Mg
Apotex-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,10/160 Mg
Apo-Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,5/160 Mg
Chemmart Amlodipine/Valsartan,Amlodipine Besilate And Valsartan,5/160 Mg
Apo-Amlodipine/Valsartan,"Amlodipine Besilate, Valsartan",5 Mg And 320 Mg
Nature's Own Cold Sore Relief,Nature's Own Cold Sore Relief,
Trust Ibuprofen Double Strength,Ibuprofen,400 Mg
Apo-Azathioprine,Azathioprine,25 Mg
Apo-Azathioprine,Azathioprine,50 Mg
Ultra Protect Spf50+ Sun Stick Lip Balm,Ultra Protect Spf50+ Sun Stick Lip Balm,
Chemmart Tadalafil,Tadalafil,5mg
Terry White Chemists Tadalafil,Tadalafil,10mg
Chemmart Tadalafil,Tadalafil,2.5mg
Chemmart Tadalafil,Tadalafil,10mg
Terry White Chemists Tadalafil,Tadalafil,20mg Tablet
Tadalafil Apotex,Tadalafil,5mg Tablet
Tadalafil Apotex,Tadalafil,10mg Tablet
Terry White Chemists Tadalafil,Tadalafil,5mg Tablet
Terry White Chemists Tadalafil,Tadalafil,2.5mg Tablet
Chemmart Tadalafil,Tadalafil,20 Mg
Mekinist,Trametinib,0.5 Mg
Mekinist,Trametinib,2 Mg
Zoledronic Acid,Zoledronic Acid,4 Mg/100 Ml
Skelezol,Zoledronic Acid,5 Mg/100 Ml
Terry White Chemists Tadalafil Pht,Tadalafil,20mg
Tadalafil Apotex,Tadalafil,2.5mg
Chemmart Tadalafil Pht,Tadalafil,20mg
Tadalafil Apotex,Tadalafil,20mg
Tadalafil Pht Apotex,Tadalafil,20mg
Genrx Zoledronic Acid,Zoledronic Acid,4 Mg/100 Ml Injection Vial
Apo-Zoledronic Acid,Zoledronic Acid,4 Mg/100 Ml Injection Vial
Glucofactors Forte,Glucofactors Forte,
Temaccord,Temozolomide,5 Mg Capsule Sachet
Temaccord,Temozolomide,20 Mg Capsule Sachet
Temaccord,Temozolomide,100 Mg
Temaccord,Temozolomide,140 Mg
Temaccord,Temozolomide,180 Mg
Temaccord,Temozolomide,250 Mg
Temozolomide Juno,Temozolomide,5 Mg
Advil,Ibuprofen,200mg
Liqui-Gels Blister Pack,Liqui-Gels Blister Pack,
Vital Kids,Vital Kids,
Caruso's Mega Memory,Caruso's Mega Memory,
Novoseven Rt,Eptacog Alfa (Activated) (Bhk),1mg
Novoseven Rt,Eptacog Alfa (Activated) (Bhk),2mg
Temozolomide Juno,Temozolomide,20 Mg
Temozolomide Juno,Temozolomide,100 Mg
Temozolomide Juno,Temozolomide,180 Mg
Temozolomide Juno,Temozolomide,250 Mg
Bretaris Genuair,Aclidinium (As Bromide),322 Micrograms
Huang Lian Jie Du Tang,Coptis & Scute Combination,
Long Dan Xie Gan Tang,Gentiana Combination,
Xuan Fu Dai Zhe Shi Tang,Inula & Hematite Combination,
Yi Guan Jian,Linking Decoction,
Shao Fu Zhu Yu Tang,Fennel Seed & Corydalis Combination,
Novoseven Rt,Eptacog Alfa (Activated) (BHK),5 Mg
Novoseven Rt,Eptacog Alfa (Activated) (BHK),8 Mg
Temozolomide Juno,Temozolomide,140 Mg
Si Jun Zi Tang (Major Four Herb Combination),Si Jun Zi Tang (Major Four Herb Combination),
"Zhi Bai Di Huang Wan (Anemarrhena, Phellodendron, & Rehmannia Formula)","Zhi Bai Di Huang Wan (Anemarrhena, Phellodendron, & Rehmannia Formula)",
Mai Men Dong Tang,Ophiopogon,
Huang Qi Wu Wu Tang,Astragalus & Cinnamon,
Yang Yin Qing Fei Tang,Ophiopogon & Scrophularia,
Sha Shen Mai Men Dong Tang,Glehnia & Ophiopogon,
Fang Ji Huang Qi Tang,Stephania & Astragalus,
Docetaxel Pfizer,Docetaxel,10mg/mL (20mg/2mL)
Docetaxel Pfizer,Docetaxel,10mg/mL (80mg/8mL)
Docetaxel Pfizer,Docetaxel,10mg/mL (130mg/13mL)
Docetaxel Pfizer,Docetaxel,10mg/mL (200mg/20mL)
Ocuvision 50 Plus,Ocuvision 50 Plus,
Coco-Scalp,"Coal Tar, Salicylic Acid, Sulfur","12% W/W, 2% W/W, 4% W/W"
MSM Caps,Msm,1000mg
Bergamot Cardiovascular Care,Bergamot,
Nutriway Cal Mag D Advanced,"Calcium, Magnesium, Vitamin D",
Lozanoc,Itraconazole,50 Mg
Lozanoc,Itraconazole,50 Mg Capsule Blister Pack
Cipla Anastrozole,Anastrozole,1 Mg Tablet Blister Pack
Moviprep Orange,Moviprep Orange,Powder For Oral Solution Sachet
Ultibro Breezhaler 110/50,Indacaterol (As Maleate)/ Glycopyrronium (As Bromide),110 Microgram / 50 Microgram Powder For Inhalation In Hard Capsule
Apotex-Olmesartan Hctz 20/12.5,Olmesartan Medoxomil / Hydrochlorothiazide,20 Mg & 12.5 Mg Tablet Blister Pack
Apotex-Olmesartan Hctz,"Olmesartan Medoxomil, Hydrochlorothiazide",40/25 Mg
Chemmart Olmesartan Hctz,"Olmesartan Medoxomil, Hydrochlorothiazide",20/12.5 Mg
Chemmart Olmesartan Hctz,"Olmesartan Medoxomil, Hydrochlorothiazide",40/12.5 Mg
Chemmart Olmesartan Hctz,"Olmesartan Medoxomil, Hydrochlorothiazide",40/25 Mg
Genrx Olmesartan Hctz,"Olmesartan Medoxomil, Hydrochlorothiazide",20/12.5 Mg
Adesan Hct 32/12.5,Candesartan Cilexetil/Hydrochlorothiazide,32 Mg/12.5 Mg
Adesan Hct 32/25,Candesartan Cilexetil/Hydrochlorothiazide,32 Mg/25 Mg
Apo-Mometasone Nasal Allergy Relief,Mometasone Furoate,50 Micrograms / Actuation
Liu Wei Di Huang Wan,Liu Wei Di Huang Wan,
Yi Gan San,Yi Gan San,
Genrx Olmesartan Hctz 40/12.5,Olmesartan Medoxomil 40 Mg & Hydrochlorothiazide 12.5 Mg,
Genrx Olmesartan Hctz 40/25,Olmesartan Medoxomil 40 Mg & Hydrochlorothiazide 25 Mg,
Terry White Chemists Olmesartan Hctz 20/12.5,Olmesartan Medoxomil 20 Mg & Hydrochlorothiazide 12.5 Mg,
Terry White Chemists Olmesartan Hctz 40/12.5,Olmesartan Medoxomil 40 Mg & Hydrochlorothiazide 12.5 Mg,
Terry White Chemists Olmesartan Hctz 40/25,Olmesartan Medoxomil 40 Mg & Hydrochlorothiazide 25 Mg,
Kaiser Pharaceutical Gan Lu Xiao Du Dan,Kaiser Pharaceutical Gan Lu Xiao Du Dan,
Kaiser Pharmaceutical Ling Gui Zhu Gan Tang,Kaiser Pharmaceutical Ling Gui Zhu Gan Tang,
Kaiser Pharmaceutical Chai Hu Gui Zhi Tang,Kaiser Pharmaceutical Chai Hu Gui Zhi Tang,
Kaiser Pharmaceutical Sheng Mai San,Kaiser Pharmaceutical Sheng Mai San,
